mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__kernel,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,split5_train_neg_mean_squared_error,split6_train_neg_mean_squared_error,split7_train_neg_mean_squared_error,split8_train_neg_mean_squared_error,split9_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error
0.008500814437866211,0.0005022956090349078,0.0009998321533203126,4.098026313756065e-06,100,RBF(length_scale=0.25),"{'svr__C': 100, 'svr__kernel': RBF(length_scale=0.25)}",-0.01173419034150885,-0.010025913552966706,-0.012885982556086176,-0.016377985829987115,-0.014053013234638123,-0.01121662940150522,-0.010589044321591374,-0.007672579199326633,-0.008859658033588158,-0.013398943448370499,-0.011681393991956886,0.002454974321556512,21,-0.006164125364044698,-0.0062261194499503136,-0.006093160748068457,-0.006251820823442358,-0.006282490384417497,-0.006188561858277679,-0.0062181666525667045,-0.006255909076227097,-0.006251107291755003,-0.0061567069343570514,-0.006208816858310685,5.4926733238205195e-05
0.0063972949981689455,0.0007994219881950316,0.0008003711700439453,0.0004001882660679102,100,RBF(length_scale=0.5),"{'svr__C': 100, 'svr__kernel': RBF(length_scale=0.5)}",-0.009421263291716948,-0.007477694844729831,-0.007187148886765027,-0.007499543137043456,-0.008296824497208893,-0.006914020479349017,-0.0065999753965121696,-0.005974659326946987,-0.007169985635307846,-0.007853773301829122,-0.00743948887974093,0.000900115825368867,16,-0.006018152972071843,-0.006080436181779439,-0.006021332731206841,-0.006097223140413714,-0.006171639420219009,-0.006135235026558666,-0.005989506515237189,-0.0061470235035723155,-0.006028307144577028,-0.0059118638741948075,-0.0060600720509830855,7.659263607321562e-05
0.009000229835510253,0.0006256288509897455,0.0009000778198242187,0.0003000363222618746,100,RBF(length_scale=1),"{'svr__C': 100, 'svr__kernel': RBF(length_scale=1)}",-0.006439486629690953,-0.004484603899556253,-0.0049505708676999246,-0.004951451627515505,-0.005440242616141917,-0.004162263606698874,-0.005620617682668896,-0.004105946976372363,-0.006472432103870082,-0.004555596330911684,-0.0051183212341126445,0.0008153661632062739,11,-0.004690010048804813,-0.00445097243813289,-0.004422671767998622,-0.004292472145449571,-0.0043527932806603,-0.0044905655138213,-0.004448359056030324,-0.004302503466337486,-0.004330602574410807,-0.00448826752088739,-0.0044269217812533505,0.00011243414086021508
0.01100142002105713,0.001189485015030593,0.0009942293167114259,1.7339588430706285e-05,100,RBF(length_scale=2),"{'svr__C': 100, 'svr__kernel': RBF(length_scale=2)}",-0.005547237819216835,-0.00368880463009782,-0.0034624546955544246,-0.004318759614878094,-0.005393508336425845,-0.00450068430029178,-0.003969285700518118,-0.003826406796314607,-0.005256327003615366,-0.003877143936386893,-0.004384061283329977,0.0007227308457182748,5,-0.003932813638456755,-0.0039164853761220276,-0.004049869748385976,-0.0038684327264289524,-0.0039809035319801804,-0.004059648849447014,-0.004096385306147545,-0.004103090761037121,-0.003797339860226915,-0.003982986312539764,-0.0039787956110772255,9.591166152215767e-05
0.011792945861816406,0.0013993308481202978,0.0011005878448486328,0.00030023289334332227,100,RBF(length_scale=4),"{'svr__C': 100, 'svr__kernel': RBF(length_scale=4)}",-0.0065385499702939835,-0.005022347462482041,-0.005645296075934483,-0.005158090103637628,-0.004978234868202367,-0.004515860404468651,-0.004011059797416627,-0.003977424902390005,-0.004262082094968772,-0.0043743710470697935,-0.004848331672686435,0.00075983313670345,10,-0.004188895669175135,-0.004461010105403437,-0.004532007290714997,-0.004544291630310438,-0.004533777470436285,-0.004605191477747753,-0.004673211157477642,-0.004562630561340387,-0.004621633142425643,-0.004533622323917603,-0.004525627082894931,0.0001252121386792891
0.008301234245300293,0.00045844995753785504,0.001102590560913086,0.00030939754925198563,200,RBF(length_scale=0.25),"{'svr__C': 200, 'svr__kernel': RBF(length_scale=0.25)}",-0.01173419034150885,-0.010025913552966706,-0.012885982556086176,-0.016377985829987115,-0.014053013234638123,-0.01121662940150522,-0.010589044321591374,-0.007672579199326633,-0.008859658033588158,-0.013398943448370499,-0.011681393991956886,0.002454974321556512,21,-0.006164125364044698,-0.0062261194499503136,-0.006093160748068457,-0.006251820823442358,-0.006282490384417497,-0.006188561858277679,-0.0062181666525667045,-0.006255909076227097,-0.006251107291755003,-0.0061567069343570514,-0.006208816858310685,5.4926733238205195e-05
0.006098699569702148,0.0005365593972062096,0.0012011051177978516,0.00040003578082688695,200,RBF(length_scale=0.5),"{'svr__C': 200, 'svr__kernel': RBF(length_scale=0.5)}",-0.009421263291716948,-0.007477694844729831,-0.007187148886765027,-0.007499543137043456,-0.008296824497208893,-0.006914020479349017,-0.0065999753965121696,-0.005974659326946987,-0.007169985635307846,-0.007853773301829122,-0.00743948887974093,0.000900115825368867,16,-0.006018152972071843,-0.006080436181779439,-0.006021332731206841,-0.006097223140413714,-0.006171639420219009,-0.006135235026558666,-0.005989506515237189,-0.0061470235035723155,-0.006028307144577028,-0.0059118638741948075,-0.0060600720509830855,7.659263607321562e-05
0.009601235389709473,0.0009171271084264631,0.0007985115051269531,0.0003992936078691696,200,RBF(length_scale=1),"{'svr__C': 200, 'svr__kernel': RBF(length_scale=1)}",-0.006439486629690953,-0.004484603899556253,-0.0049505708676999246,-0.004951451627515505,-0.005440242616141917,-0.004162263606698874,-0.005620617682668896,-0.004105946976372363,-0.006472432103870082,-0.004555596330911684,-0.0051183212341126445,0.0008153661632062739,11,-0.004690010048804813,-0.00445097243813289,-0.004422671767998622,-0.004292472145449571,-0.0043527932806603,-0.0044905655138213,-0.004448359056030324,-0.004302503466337486,-0.004330602574410807,-0.00448826752088739,-0.0044269217812533505,0.00011243414086021508
0.012698769569396973,0.0016158654424234602,0.0008002996444702148,0.0004001557663190723,200,RBF(length_scale=2),"{'svr__C': 200, 'svr__kernel': RBF(length_scale=2)}",-0.005252026501775331,-0.004016826269961331,-0.00335489840315511,-0.00415781333750871,-0.005417370824398036,-0.00491459280852207,-0.0035267732741611885,-0.0038822525521820506,-0.004828926616319552,-0.003684840823137865,-0.0043036321411121245,0.0007040356901370085,3,-0.003797929855541672,-0.004005592246714189,-0.0039616892910832625,-0.0038715420246639215,-0.0037663963439205574,-0.004046646772208226,-0.0039517509012589125,-0.004081228808893332,-0.003725462488365033,-0.003883894027627964,-0.0039092132760277076,0.00011442666314435508
0.012595033645629883,0.0012057667577188918,0.0010998964309692383,0.0003003901531546145,200,RBF(length_scale=4),"{'svr__C': 200, 'svr__kernel': RBF(length_scale=4)}",-0.006391453638888535,-0.004717920933179687,-0.005183715103306151,-0.005099384407557577,-0.00461280063980839,-0.004458161209423447,-0.0036935043536645293,-0.00403606422426783,-0.004179025403498842,-0.0038598516653183573,-0.004623188157891334,0.0007545211641526832,9,-0.003924895521148878,-0.004350361836084674,-0.004110851259679226,-0.004354808726011779,-0.004304606261596501,-0.0043230504013597485,-0.004396405986517373,-0.004364272247910722,-0.004427688925366943,-0.004308644570572607,-0.004286558573624845,0.0001451106379864516
0.008699512481689453,0.0011899859271701449,0.000999593734741211,0.000447452759256283,300,RBF(length_scale=0.25),"{'svr__C': 300, 'svr__kernel': RBF(length_scale=0.25)}",-0.01173419034150885,-0.010025913552966706,-0.012885982556086176,-0.016377985829987115,-0.014053013234638123,-0.01121662940150522,-0.010589044321591374,-0.007672579199326633,-0.008859658033588158,-0.013398943448370499,-0.011681393991956886,0.002454974321556512,21,-0.006164125364044698,-0.0062261194499503136,-0.006093160748068457,-0.006251820823442358,-0.006282490384417497,-0.006188561858277679,-0.0062181666525667045,-0.006255909076227097,-0.006251107291755003,-0.0061567069343570514,-0.006208816858310685,5.4926733238205195e-05
0.006202292442321777,0.0003978016821609053,0.001097702980041504,0.00030262417651600866,300,RBF(length_scale=0.5),"{'svr__C': 300, 'svr__kernel': RBF(length_scale=0.5)}",-0.009421263291716948,-0.007477694844729831,-0.007187148886765027,-0.007499543137043456,-0.008296824497208893,-0.006914020479349017,-0.0065999753965121696,-0.005974659326946987,-0.007169985635307846,-0.007853773301829122,-0.00743948887974093,0.000900115825368867,16,-0.006018152972071843,-0.006080436181779439,-0.006021332731206841,-0.006097223140413714,-0.006171639420219009,-0.006135235026558666,-0.005989506515237189,-0.0061470235035723155,-0.006028307144577028,-0.0059118638741948075,-0.0060600720509830855,7.659263607321562e-05
0.009102082252502442,0.0008279101719849999,0.0010991811752319336,0.00030053546707885703,300,RBF(length_scale=1),"{'svr__C': 300, 'svr__kernel': RBF(length_scale=1)}",-0.006439486629690953,-0.004484603899556253,-0.0049505708676999246,-0.004951451627515505,-0.005440242616141917,-0.004162263606698874,-0.005620617682668896,-0.004105946976372363,-0.006472432103870082,-0.004555596330911684,-0.0051183212341126445,0.0008153661632062739,11,-0.004690010048804813,-0.00445097243813289,-0.004422671767998622,-0.004292472145449571,-0.0043527932806603,-0.0044905655138213,-0.004448359056030324,-0.004302503466337486,-0.004330602574410807,-0.00448826752088739,-0.0044269217812533505,0.00011243414086021508
0.013504123687744141,0.0011176367657111453,0.0009028196334838867,0.0003010207690557117,300,RBF(length_scale=2),"{'svr__C': 300, 'svr__kernel': RBF(length_scale=2)}",-0.005264495918436931,-0.0041003867968581915,-0.0029607013491301363,-0.004007499214965506,-0.005316201386021738,-0.005272542467859857,-0.0029221524224593595,-0.0037810752569646866,-0.0046957203957625065,-0.0032312908777366086,-0.004155206608619552,0.0008991500928869935,1,-0.00364308022451139,-0.003972085660202927,-0.0035235268949384843,-0.0036783653135706086,-0.00344509266758783,-0.0039920355100767175,-0.003571028564031121,-0.004154601939676981,-0.0036120228150966997,-0.003549945181689023,-0.003714178477138178,0.0002259837311259738
0.014897966384887695,0.00175582875009518,0.0010014057159423828,2.527236938476563e-06,300,RBF(length_scale=4),"{'svr__C': 300, 'svr__kernel': RBF(length_scale=4)}",-0.006314682307832392,-0.004374439857036945,-0.005191401410709293,-0.005203834177200878,-0.004460143440281404,-0.0044588898187120345,-0.0035532663943390747,-0.003942772278431859,-0.0039053084805275506,-0.0035092735290171385,-0.004491401169408857,0.0008262444601012935,8,-0.0038073219633824626,-0.0042014799741093775,-0.0041443726179188935,-0.004205806300359411,-0.004324284377713228,-0.004179267506299304,-0.004274377639558443,-0.004227807862067813,-0.004101455617591487,-0.004220649767503808,-0.0041686823626504235,0.00013410352975762858
0.007999038696289063,0.0006323825843793762,0.0010002851486206055,2.2924166448710193e-06,400,RBF(length_scale=0.25),"{'svr__C': 400, 'svr__kernel': RBF(length_scale=0.25)}",-0.01173419034150885,-0.010025913552966706,-0.012885982556086176,-0.016377985829987115,-0.014053013234638123,-0.01121662940150522,-0.010589044321591374,-0.007672579199326633,-0.008859658033588158,-0.013398943448370499,-0.011681393991956886,0.002454974321556512,21,-0.006164125364044698,-0.0062261194499503136,-0.006093160748068457,-0.006251820823442358,-0.006282490384417497,-0.006188561858277679,-0.0062181666525667045,-0.006255909076227097,-0.006251107291755003,-0.0061567069343570514,-0.006208816858310685,5.4926733238205195e-05
0.006297659873962402,0.0008994011989871847,0.0009002923965454101,0.0003000979011728263,400,RBF(length_scale=0.5),"{'svr__C': 400, 'svr__kernel': RBF(length_scale=0.5)}",-0.009421263291716948,-0.007477694844729831,-0.007187148886765027,-0.007499543137043456,-0.008296824497208893,-0.006914020479349017,-0.0065999753965121696,-0.005974659326946987,-0.007169985635307846,-0.007853773301829122,-0.00743948887974093,0.000900115825368867,16,-0.006018152972071843,-0.006080436181779439,-0.006021332731206841,-0.006097223140413714,-0.006171639420219009,-0.006135235026558666,-0.005989506515237189,-0.0061470235035723155,-0.006028307144577028,-0.0059118638741948075,-0.0060600720509830855,7.659263607321562e-05
0.008698606491088867,0.0007796404353558593,0.0007007122039794922,0.0004587279782480713,400,RBF(length_scale=1),"{'svr__C': 400, 'svr__kernel': RBF(length_scale=1)}",-0.006439486629690953,-0.004484603899556253,-0.0049505708676999246,-0.004951451627515505,-0.005440242616141917,-0.004162263606698874,-0.005620617682668896,-0.004105946976372363,-0.006472432103870082,-0.004555596330911684,-0.0051183212341126445,0.0008153661632062739,11,-0.004690010048804813,-0.00445097243813289,-0.004422671767998622,-0.004292472145449571,-0.0043527932806603,-0.0044905655138213,-0.004448359056030324,-0.004302503466337486,-0.004330602574410807,-0.00448826752088739,-0.0044269217812533505,0.00011243414086021508
0.013399124145507812,0.0012001037701860173,0.0011002779006958007,0.0003000185442135433,400,RBF(length_scale=2),"{'svr__C': 400, 'svr__kernel': RBF(length_scale=2)}",-0.0053824547800111555,-0.004089740860714829,-0.003376601101579735,-0.003919140154275582,-0.0052914557635415456,-0.00612792870747459,-0.0031415856761709783,-0.003647669972113759,-0.004633130699676221,-0.0034750276480876733,-0.004308473536364607,0.0009537421319212032,4,-0.0035718487489961345,-0.003968721465367871,-0.0037094254194939,-0.0035170827614072813,-0.003429344364941187,-0.0040685766127734925,-0.003803986122431839,-0.004005034500397315,-0.0036023918862223316,-0.0036880586655658816,-0.0037364470547597236,0.00020773298666576075
0.016900396347045897,0.0016404956284005344,0.000900721549987793,0.00030024420850227764,400,RBF(length_scale=4),"{'svr__C': 400, 'svr__kernel': RBF(length_scale=4)}",-0.006115387275283803,-0.004306042536610413,-0.005009105777969424,-0.005119748463041868,-0.004244260462515865,-0.004443374489380771,-0.0035048355267177753,-0.004218230590371882,-0.0037268727384047805,-0.003456351448901455,-0.0044144209309198035,0.0007773299284161263,7,-0.0037700352130487147,-0.004242846945373729,-0.004062377176996791,-0.004122638812200377,-0.004287668975273059,-0.004187861497820865,-0.004264797006274888,-0.004300201471964113,-0.0038565856406689433,-0.004278351644915933,-0.004137336438453742,0.00017846785032626556
0.008499717712402344,0.0008067647336485354,0.0009020090103149414,0.00030069008746467135,500,RBF(length_scale=0.25),"{'svr__C': 500, 'svr__kernel': RBF(length_scale=0.25)}",-0.01173419034150885,-0.010025913552966706,-0.012885982556086176,-0.016377985829987115,-0.014053013234638123,-0.01121662940150522,-0.010589044321591374,-0.007672579199326633,-0.008859658033588158,-0.013398943448370499,-0.011681393991956886,0.002454974321556512,21,-0.006164125364044698,-0.0062261194499503136,-0.006093160748068457,-0.006251820823442358,-0.006282490384417497,-0.006188561858277679,-0.0062181666525667045,-0.006255909076227097,-0.006251107291755003,-0.0061567069343570514,-0.006208816858310685,5.4926733238205195e-05
0.005898571014404297,0.0007045819991975837,0.0011008024215698243,0.00030151234845140546,500,RBF(length_scale=0.5),"{'svr__C': 500, 'svr__kernel': RBF(length_scale=0.5)}",-0.009421263291716948,-0.007477694844729831,-0.007187148886765027,-0.007499543137043456,-0.008296824497208893,-0.006914020479349017,-0.0065999753965121696,-0.005974659326946987,-0.007169985635307846,-0.007853773301829122,-0.00743948887974093,0.000900115825368867,16,-0.006018152972071843,-0.006080436181779439,-0.006021332731206841,-0.006097223140413714,-0.006171639420219009,-0.006135235026558666,-0.005989506515237189,-0.0061470235035723155,-0.006028307144577028,-0.0059118638741948075,-0.0060600720509830855,7.659263607321562e-05
0.008999300003051759,0.0007762366968351862,0.0010013341903686523,2.4394543489350216e-06,500,RBF(length_scale=1),"{'svr__C': 500, 'svr__kernel': RBF(length_scale=1)}",-0.006439486629690953,-0.004484603899556253,-0.0049505708676999246,-0.004951451627515505,-0.005440242616141917,-0.004162263606698874,-0.005620617682668896,-0.004105946976372363,-0.006472432103870082,-0.004555596330911684,-0.0051183212341126445,0.0008153661632062739,11,-0.004690010048804813,-0.00445097243813289,-0.004422671767998622,-0.004292472145449571,-0.0043527932806603,-0.0044905655138213,-0.004448359056030324,-0.004302503466337486,-0.004330602574410807,-0.00448826752088739,-0.0044269217812533505,0.00011243414086021508
0.014597177505493164,0.0016202364714523797,0.0013009309768676758,0.0004558185918158255,500,RBF(length_scale=2),"{'svr__C': 500, 'svr__kernel': RBF(length_scale=2)}",-0.005482078431825059,-0.003956165221623185,-0.0034233584273780523,-0.0037414097017466957,-0.005352022123192402,-0.006239021685378901,-0.0031798007577970434,-0.003354947847244233,-0.004661242184953731,-0.0033858589901267747,-0.0042775905371266075,0.001028188152116865,2,-0.00348983457170171,-0.003977599911255669,-0.0037204307970791243,-0.0034263373442422825,-0.0034178217199235302,-0.003982412237194194,-0.0038160980169548863,-0.0037223392897608957,-0.0035550874557312637,-0.0037338497421265026,-0.003684181108597006,0.00019736818607736888
0.017999601364135743,0.0020002010249235386,0.0013024330139160157,0.000457215661605084,500,RBF(length_scale=4),"{'svr__C': 500, 'svr__kernel': RBF(length_scale=4)}",-0.006258508265102031,-0.004038472364969902,-0.004863560347659429,-0.005109577816885662,-0.004156539104032739,-0.004537334011627109,-0.0035003245409103,-0.004415270221987297,-0.00385205454195931,-0.0032904341124649545,-0.0044022075327598735,0.0008198938332628161,6,-0.003783190903845428,-0.004152731904210525,-0.00401769959228812,-0.00407226907689891,-0.004287011136467551,-0.004110347471863242,-0.004242981672657274,-0.004334513831905861,-0.003920657660234729,-0.004243835047687438,-0.0041165238298059076,0.0001647220616683134
